词,频次,主题,例句
这集,6,春晚内容相关,2024春晚小品押题《三胎》: 这集我好像看过
合着,6,情感与互动,2024春晚小品押题《三胎》: 合着人不死呗（
狗头,6,春晚内容相关,2024春晚小品押题《三胎》: 语气不够跌宕起伏，差评【狗头】
一半,6,其他,2024春晚小品押题《三胎》: 那死一半不就行了
牛魔,6,其他,2024春晚小品押题《三胎》: 牛魔的一上来就血压飙升
咱们,6,情感与互动,2024春晚小品押题《三胎》: 咱们一起生三胎
抠出,6,吐槽与负面情绪,2024春晚小品押题《三胎》: 不行了，要抠出三室一厅了
父母,6,情感与互动,2024春晚小品押题《三胎》: 那就给父母加重负担呗
四,6,年度与时间,2024春晚小品押题《三胎》: 现在就四吧
扣分,6,吐槽与负面情绪,2024春晚小品押题《三胎》: 这里应该是太烦了，死字会扣分的，要注意
说得好,6,情感与互动,2024春晚小品押题《三胎》: 说得好，无论男女都不是为了给社会提供劳动力结婚生子的
社会,6,春晚主题,2024春晚小品押题《三胎》: 说得好，无论男女都不是为了给社会提供劳动力结婚生子的
到时候,6,年度与时间,2024春晚小品押题《三胎》: 不会很重啊，到时候你们这些老的都四了
时事,6,其他,2024春晚小品押题《三胎》: 这不上可以了，比大部分小品都好，还有时事热点
典,6,春晚内容相关,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 脱口秀这种艺术形式本就不适合大型典礼
抱歉,6,情感与互动,2024春晚小品押题《三胎》: 没甩籽还真是抱歉了呢
喜,6,情感与互动,无偿送给今年的春晚导演组: 又到了我最不喜欢的全球变暖环节（恼）
算是,6,其他,2024春晚小品押题《三胎》: md女生30岁生孩子算是高龄产妇了吧？？？
冷,6,吐槽与负面情绪,【旧曲新歌奥密克戎】2022春晚押题相声: 为什么不唱tb大鼓，气抖冷(
干脆,6,情感与互动,2024春晚小品押题《三胎》: 那干脆生6个，一人照顾一个
太牛,6,情感与互动,2024春晚小品押题《三胎》: 我去太牛了
金靖,6,明星与节目,2024春晚小品押题《三胎》: 金靖儿
线到,6,其他,2024春晚小品押题《三胎》: 斩杀线到了
第一,6,年度与时间,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》: 第一个一块儿是就一个，第二个一块儿是全部一起
整,6,春晚内容相关,《2025年蛇年春晚烂梗小品精选》: 这个图把我整笑了
顺口溜,6,春晚内容相关,2024春晚小品押题《三胎》: 为啥每次小品开头都整顺口溜？真的没劲
坚持,6,春晚主题,2024春晚小品押题《三胎》: 坚持一秒都是煎熬
疯,6,吐槽与负面情绪,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 脱口秀本来就是小众的，导演也是疯子
一黑,6,吐槽与负面情绪,2024春晚小品押题《三胎》: 两眼一黑
石,6,其他,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 拉石可以，不要让我赤石
史,6,其他,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 《一大坨史》
年夜饭,6,春晚内容相关,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 耐克牌年夜饭
区,6,其他,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》: 区别在哪里！！
主,6,春晚内容相关,papi酱的春晚预测: 2024霍主任进papi演播室考古
幸福,6,情感与互动,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 构思《幸福照相馆》
陈佩斯,6,明星与节目,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 这动作有点像陈佩斯
词,6,春晚内容相关,求求各位，不要再押题春晚小品了……: 包饺子不就是强行和好的代名词嘛
郭子,6,明星与节目,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 流水的媳妇，铁打的郭子
生理,6,其他,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 心里不适变成生理不适了
疯狂,6,吐槽与负面情绪,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 疯狂押题，只要压的多，就一定会压中
之前,6,年度与时间,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 诶诶诶，这个小品之前真有还挺老，是郭达演的
拼,6,春晚内容相关,我想看这样的春晚: 哈哈哈哈哈正是拼的年纪
不过,6,情感与互动,2025春晚小品预测，这届网友太有才了: 催婚，催生，不过一贯习惯，不看
人家,6,其他,2025春晚小品预测，这届网友太有才了: 给的不够一顿饭，编的又没人家演的有意思
憋,6,吐槽与负面情绪,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 看到左边快憋不住了哈哈哈哈哈哈
复杂,6,春晚内容相关,2025年春晚押题小品之《再见老登》: 成分复杂
非常,6,情感与互动,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 非常夫妻像（2024嗑一口）
bushi,6,其他,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 24年穿越回来，我嗑一口（bushi）
天呐,6,情感与互动,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 我滴天呐 我还得再听十分钟包饺砸！
刀,6,其他,二进制小品: 预言家，刀了
真正,6,情感与互动,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 看了11分钟，已经想吐了，很难想象真正看春晚的人的心情
念,6,情感与互动,2024春晚小品押题《三胎》: 应该念成“三十儿”
滚,6,吐槽与负面情绪,我想看这样的春晚: 支持！虞书欣和丁禹兮合唱！王鹤棣给我滚
正,6,年度与时间,2025春晚小品预测，这届网友太有才了: 反正我不看越来越没意思了。
难熬,6,情感与互动,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 难熬的20分钟
任何,6,其他,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 任何邪恶终将绳之以法
起手,6,春晚内容相关,有烂梗的春晚才叫过年呐: 经典单押起手
右下角,6,春晚内容相关,2025年春晚押题小品之《再见老登》: 我的注意力一直在右下角的外星人头套上
鼓掌,6,情感与互动,2025年春晚押题小品之《再见老登》: 传销式鼓掌
传,6,其他,papi酱的春晚预测: 只因？2023传越来的
成分,6,其他,《2025年蛇年春晚烂梗小品精选》: 成分复杂
坐,6,其他,我想看这样的春晚: 肖战王一博坐一桌！胡一天张云龙坐一桌！
毛病,6,吐槽与负面情绪,2025春晚小品预测，这届网友太有才了: 没毛病，去年确实比今年美好
没看,6,吐槽与负面情绪,求求各位，不要再押题春晚小品了……: 幸好没看
忘,6,情感与互动,2025春晚小品预测，这届网友太有才了:  生生不息 前面的一句忘了
粉丝,6,明星与节目,2025春晚小品预测，这届网友太有才了: 还真都是粉丝看，不然哪里来的播放量
从来不,6,吐槽与负面情绪,2025春晚小品预测，这届网友太有才了: 从来不看
越来越,6,情感与互动,2025春晚小品预测，这届网友太有才了: 反正我不看越来越没意思了。
反应,6,情感与互动,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 这哥们反应很真实
连,6,春晚内容相关,2025春晚小品预测，这届网友太有才了: 你连过节那个吉祥物绿毛虫都叫：巳升升，你觉得呢？
类节目,6,春晚内容相关,2025春晚小品预测，这届网友太有才了: 我认为今年春晚的语言类节目应该是以催生跟催婚为主题。
文明,6,春晚主题,2025春晚小品预测，这届网友太有才了: 我说过话，那春晚就应该是粗的带一点俗，但不是不文明的而是有限度的，能让人开怀笑的，现在是什么年终奖晚会吗？
名字,6,其他,2025春晚小品预测，这届网友太有才了: 没听明白吗，英文名字叫 没有好生活
我力,6,其他,《2025年蛇年春晚烂梗小品精选》: 啊呀！骇死我力！
现状,6,其他,8秒看完2025年春晚: 考研肖四押题现状
央视,6,春晚内容相关,papi酱的春晚预测: 给你们讲一个鬼故事（央视入驻b站了）
姬霓,6,其他,papi酱的春晚预测: 姬霓太美
日,6,年度与时间,8秒看完2025年春晚: 赶上了日本排放核污染水
依旧,6,春晚内容相关,papi酱的春晚预测: 尽管春晚没看，但是这台词依旧耳熟能详
幻视,6,春晚内容相关,papi酱的春晚预测: 只因（幻视
酱,6,其他,papi酱的春晚预测: papi酱太好玩了
2333333,6,情感与互动,papi酱的春晚预测: 2333333
背景,6,春晚内容相关,papi酱的春晚预测: 视频背景音录像的人忍不住的笑声
blue,6,其他,《2025年蛇年春晚烂梗小品精选》: 我blue被笑到了
要求,6,其他,《2025年蛇年春晚烂梗小品精选》: 真的，我唯一的要求就是不要出现city不city，但是我已经可以预料绝对会有。
手,6,其他,《2025年蛇年春晚烂梗小品精选》: 真在我最期待的日子催婚，别怪我顺手给吐槽区up提供素材。。。。
摇,6,春晚内容相关,2024春晚小品押题《三胎》: 饺子！饺子饺子饺子，饺子饺子饺子，饺子（摇头叹息
至少,6,其他,《2025年蛇年春晚烂梗小品精选》: 我至少还真笑了
迪士尼,6,其他,《2025年蛇年春晚烂梗小品精选》: 谢帝谢帝我要迪士尼
看吧,6,情感与互动,《2025年蛇年春晚烂梗小品精选》: 你一点都不累，快继续看吧(看到了传给下一个视频)
啥意思,6,吐槽与负面情绪,《2025年蛇年春晚烂梗小品精选》: 啥意思撒
经济,6,其他,《2025年蛇年春晚烂梗小品精选》: 经济条件。。。
头发,6,其他,《2025年蛇年春晚烂梗小品精选》: 你好你好你好，我的头发，是真发
中心,6,其他,《2025年蛇年春晚烂梗小品精选》: 中心主题：催婚催生，不能偏离主题
婚,6,其他,无偿送给今年的春晚导演组: 没有。所以我不结婚。
乐,6,情感与互动,2024春晚小品押题《三胎》: 音乐一出蚌埠住了
过于,6,吐槽与负面情绪,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》: 小土豆的儿化音过于标准
大碟,6,春晚内容相关,【旧曲新歌奥密克戎】2022春晚押题相声: 原声大碟
感情,6,情感与互动,【旧曲新歌奥密克戎】2022春晚押题相声: 全是感情毫无技巧了属于是
哒,6,其他,【旧曲新歌奥密克戎】2022春晚押题相声: 他急的直蹦哒
眼睛,6,其他,【旧曲新歌奥密克戎】2022春晚押题相声: 眼睛瞎了
姐,6,其他,2024春晚小品押题《三胎》: 姐帮我去押高考题吧
矛盾,6,吐槽与负面情绪,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》: 真的押的好啊，矛盾都一样
东北,6,其他,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》: 文字游戏，东北这边方言一块儿有一起，总共的意思。
这位,6,其他,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 这位哥全场最佳
类,6,其他,二进制小品: 类目了
007,6,其他,你觉得今年春晚最有可能出现哪些梗？: 我甚至分不清谁是007了
制作,6,春晚内容相关,你觉得今年春晚最有可能出现哪些梗？: 大制作
真会,6,吐槽与负面情绪,你觉得今年春晚最有可能出现哪些梗？: 不是你真会啊
同行,6,春晚内容相关,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 这个只靠同行衬托了
衬托,6,春晚内容相关,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 这个只靠同行衬托了
4090ti,6,其他,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 4090ti发布会
歌舞,6,春晚内容相关,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 不过今年歌舞很精彩
长得,6,其他,史上最尬！逆天吐槽2023兔年春晚，语言类节目实至名归！: 长得好像王心凌
坑,6,吐槽与负面情绪,2024春晚小品饱和式押题第一季！饺砸一次包个够~~: 入坑作
豹,6,其他,我想看这样的春晚: 支持啊啊啊！豹豹猫猫！
九月,6,年度与时间,我想看这样的春晚: 啊啊啊李子柒！！！这个真喜欢！！！还有九月！！！
宇宙,6,其他,我想看这样的春晚: 宇宙中心啊啊啊啊啊啊
三角,6,其他,无偿送给今年的春晚导演组: 三角贸易
别结,6,其他,无偿送给今年的春晚导演组: 没意义，别结了
如潮,6,情感与互动,有烂梗的春晚才叫过年呐: 等叫他好评如潮
铁柱,6,其他,无偿送给今年的春晚导演组: 铁柱还是那个铁柱
踢,6,春晚内容相关,有烂梗的春晚才叫过年呐: 你算是踢到棉花啦
意识流,6,其他,求求各位，不要再押题春晚小品了……: 意识流小品
